person_id,age_band,gender,region,urbanicity,digital_engagement_score,concept_interest_0_10,likely_to_try
P00463,45-54,Man,Scotland/Wales,Urban,67.5,5.1,0
P00464,35-44,Woman,Scotland/Wales,Urban,92.9,6.4,0
P00465,35-44,Woman,North,Urban,90.8,6.7,0
P00466,55-64,Woman,London,Urban,62.2,5.3,0
P00467,65-74,Man,North,Urban,33.5,1.5,0
P00468,18-24,Woman,London,Urban,100.0,6.3,0
P00469,35-44,Man,Scotland/Wales,Urban,78.4,7.6,1
P00470,25-34,Woman,South,Urban,67.1,4.8,0
P00471,45-54,Man,North,Urban,73.0,2.1,0
P00472,55-64,Man,Midlands,Rural / small town,40.9,3.2,0
P00473,35-44,Man,North,Urban,88.6,8.6,1
P00474,35-44,Man,North,Rural / small town,64.2,4.8,0
P00475,35-44,Woman,North,Rural / small town,52.5,3.6,0
P00476,18-24,Man,North,Urban,77.2,5.8,0
P00477,25-34,Man,South,Urban,86.0,8.7,1
P00478,45-54,Woman,Midlands,Urban,51.5,3.9,0
P00479,65-74,Woman,Scotland/Wales,Urban,64.8,3.1,0
P00480,55-64,Woman,Midlands,Rural / small town,55.2,3.0,0
P00481,35-44,Woman,London,Urban,60.8,6.7,0
P00482,25-34,Non-binary / other,London,Urban,68.4,6.4,0
P00483,55-64,Man,London,Urban,64.4,5.5,0
P00484,25-34,Woman,North,Urban,75.3,4.6,0
P00485,45-54,Man,London,Urban,61.5,6.1,0
P00486,55-64,Man,Scotland/Wales,Rural / small town,18.4,3.0,0
P00487,25-34,Man,Scotland/Wales,Rural / small town,81.9,4.3,0
P00488,65-74,Woman,North,Rural / small town,35.1,1.4,0
P00489,45-54,Man,North,Urban,48.0,6.4,0
P00490,18-24,Woman,North,Urban,100.0,4.7,0
P00491,45-54,Woman,South,Urban,59.1,5.0,0
P00492,55-64,Man,South,Rural / small town,16.0,4.2,0
P00493,25-34,Man,South,Urban,70.3,4.6,0
P00494,35-44,Man,North,Urban,63.7,3.9,0
P00495,45-54,Man,North,Rural / small town,63.4,4.9,0
P00496,55-64,Woman,London,Urban,60.4,7.4,1
P00497,25-34,Woman,South,Urban,91.3,8.0,1
P00498,25-34,Woman,Scotland/Wales,Urban,92.4,6.2,0
P00499,45-54,Man,South,Rural / small town,59.3,5.1,0
P00500,55-64,Man,South,Rural / small town,53.7,4.3,0
P00501,45-54,Woman,Midlands,Urban,50.1,4.3,0
P00502,18-24,Man,South,Urban,81.8,7.4,1
P00503,45-54,Woman,North,Rural / small town,83.1,7.3,1
P00504,65-74,Man,Scotland/Wales,Urban,39.4,2.3,0
P00505,18-24,Man,North,Rural / small town,72.7,5.1,0
P00506,55-64,Woman,North,Urban,43.0,2.8,0
P00507,45-54,Woman,London,Urban,65.2,6.8,0
P00508,18-24,Man,London,Urban,88.5,4.7,0
P00509,25-34,Man,North,Urban,96.3,7.5,1
P00510,45-54,Woman,South,Urban,68.6,5.4,0
P00511,35-44,Woman,Midlands,Urban,54.0,8.4,1
P00512,65-74,Man,South,Rural / small town,46.4,1.5,0
P00513,35-44,Woman,Midlands,Urban,78.7,1.3,0
P00514,45-54,Man,South,Urban,62.7,5.8,0
P00515,25-34,Man,Scotland/Wales,Rural / small town,58.5,3.5,0
P00516,65-74,Woman,North,Urban,41.5,0.0,0
P00517,55-64,Woman,Scotland/Wales,Urban,61.2,4.2,0
P00518,35-44,Woman,North,Rural / small town,60.9,0.0,0
P00519,45-54,Woman,Midlands,Rural / small town,62.4,3.5,0
P00520,25-34,Woman,London,Rural / small town,70.3,6.4,0
P00521,35-44,Woman,Scotland/Wales,Rural / small town,64.1,6.7,0
P00522,35-44,Woman,Scotland/Wales,Rural / small town,51.9,5.9,0
P00523,65-74,Man,South,Urban,49.9,3.7,0
P00524,55-64,Man,South,Urban,53.8,6.6,0
P00525,65-74,Woman,South,Urban,26.0,1.6,0
P00526,45-54,Man,North,Urban,57.4,3.8,0
P00527,65-74,Man,Midlands,Urban,45.4,2.5,0
P00528,25-34,Man,London,Rural / small town,58.9,6.5,0
P00529,35-44,Man,South,Urban,56.9,6.5,0
P00530,45-54,Man,South,Rural / small town,64.4,3.6,0
P00531,55-64,Man,South,Rural / small town,39.0,2.7,0
P00532,65-74,Man,Midlands,Urban,32.4,4.1,0
P00533,45-54,Man,South,Rural / small town,67.5,5.1,0
P00534,25-34,Man,South,Rural / small town,74.1,6.1,0
P00535,25-34,Man,North,Urban,71.4,7.3,1
P00536,65-74,Woman,North,Urban,26.0,2.3,0
P00537,25-34,Woman,North,Urban,79.4,7.9,1
P00538,25-34,Woman,South,Urban,74.1,3.2,0
P00539,45-54,Man,South,Urban,68.9,5.4,0
P00540,55-64,Woman,North,Urban,58.2,3.9,0
P00541,35-44,Man,London,Urban,56.9,5.0,0
P00542,55-64,Woman,London,Urban,57.4,2.4,0
P00543,25-34,Woman,London,Urban,70.8,7.2,1
P00544,25-34,Woman,Midlands,Urban,84.9,9.1,1
P00545,25-34,Woman,South,Urban,65.9,4.3,0
P00546,25-34,Man,South,Rural / small town,68.9,4.3,0
P00547,65-74,Man,Scotland/Wales,Rural / small town,36.8,1.5,0
P00548,55-64,Woman,North,Rural / small town,68.2,4.1,0
P00549,18-24,Woman,Midlands,Urban,89.9,7.1,1
P00550,25-34,Non-binary / other,London,Urban,82.4,6.5,0
P00551,35-44,Man,North,Urban,68.5,4.3,0
P00552,65-74,Woman,North,Rural / small town,23.7,1.6,0
P00553,35-44,Woman,North,Urban,71.1,5.8,0
P00554,55-64,Man,South,Urban,60.6,3.7,0
P00555,45-54,Woman,Midlands,Urban,64.3,4.0,0
P00556,45-54,Woman,Scotland/Wales,Urban,63.5,3.6,0
P00557,25-34,Woman,London,Urban,85.2,8.5,1
P00558,35-44,Man,North,Rural / small town,57.8,6.8,0
P00559,25-34,Man,North,Rural / small town,74.4,5.3,0
P00560,55-64,Woman,South,Rural / small town,33.3,2.1,0
P00561,45-54,Woman,North,Urban,74.8,5.4,0
P00562,55-64,Man,London,Urban,78.1,4.7,0
P00563,55-64,Man,North,Rural / small town,42.8,4.5,0
P00564,55-64,Man,South,Urban,60.5,6.2,0
P00565,25-34,Man,Scotland/Wales,Urban,85.5,6.1,0
P00566,55-64,Woman,South,Rural / small town,40.1,1.9,0
P00567,25-34,Man,North,Rural / small town,64.8,6.9,0
P00568,45-54,Woman,South,Rural / small town,61.7,4.6,0
P00569,45-54,Woman,London,Urban,80.9,5.6,0
P00570,25-34,Man,South,Rural / small town,73.2,5.4,0
P00571,18-24,Man,South,Rural / small town,74.2,3.2,0
P00572,65-74,Woman,South,Urban,63.3,0.8,0
P00573,55-64,Woman,South,Urban,51.6,2.9,0
P00574,45-54,Man,London,Urban,70.8,5.4,0
P00575,18-24,Man,North,Urban,95.3,5.8,0
P00576,25-34,Woman,South,Rural / small town,73.3,7.9,1
P00577,55-64,Woman,Scotland/Wales,Urban,36.0,4.2,0
P00578,35-44,Man,Scotland/Wales,Rural / small town,93.8,4.5,0
P00579,55-64,Woman,Scotland/Wales,Rural / small town,50.1,4.2,0
P00580,18-24,Woman,North,Urban,96.6,5.1,0
P00581,18-24,Man,North,Rural / small town,85.7,7.2,1
P00582,18-24,Man,Midlands,Rural / small town,58.6,5.4,0
P00583,45-54,Man,North,Urban,56.8,5.3,0
P00584,55-64,Man,North,Urban,47.7,2.1,0
P00585,55-64,Man,South,Rural / small town,25.9,1.7,0
P00586,25-34,Woman,South,Urban,64.4,8.1,1
P00587,18-24,Man,South,Urban,90.5,6.1,0
P00588,55-64,Woman,Midlands,Rural / small town,50.1,5.6,0
P00589,25-34,Man,Midlands,Urban,82.8,4.2,0
P00590,45-54,Man,North,Urban,88.3,5.8,0
P00591,45-54,Man,South,Rural / small town,43.8,3.5,0
P00592,25-34,Man,Scotland/Wales,Rural / small town,75.8,4.9,0
P00593,25-34,Woman,London,Urban,100.0,5.6,0
P00594,25-34,Woman,London,Urban,68.0,9.2,1
P00595,55-64,Man,South,Rural / small town,23.8,2.5,0
P00596,55-64,Man,Scotland/Wales,Rural / small town,35.7,2.6,0
P00597,35-44,Woman,South,Rural / small town,42.1,3.7,0
P00598,35-44,Woman,London,Urban,89.3,2.2,0
P00599,55-64,Man,Scotland/Wales,Urban,68.8,4.8,0
P00600,45-54,Woman,Scotland/Wales,Rural / small town,53.8,6.8,0
P00601,18-24,Woman,South,Rural / small town,87.2,8.8,1
P00602,25-34,Man,London,Urban,79.1,3.6,0
P00603,35-44,Woman,North,Urban,63.2,6.1,0
P00604,35-44,Woman,Midlands,Urban,73.5,4.9,0
P00605,35-44,Man,Midlands,Rural / small town,58.8,5.8,0
P00606,25-34,Woman,Scotland/Wales,Rural / small town,56.6,2.9,0
P00607,55-64,Man,North,Urban,64.6,5.7,0
P00608,45-54,Woman,South,Urban,55.6,6.9,0
P00609,65-74,Non-binary / other,South,Urban,41.8,6.2,0
P00610,55-64,Woman,South,Urban,52.1,3.8,0
P00611,25-34,Woman,London,Urban,61.1,5.3,0
P00612,18-24,Woman,Midlands,Urban,70.2,8.6,1
P00613,35-44,Woman,Scotland/Wales,Urban,81.3,4.5,0
P00614,25-34,Man,Midlands,Rural / small town,62.5,6.0,0
P00615,45-54,Woman,Midlands,Urban,75.4,5.4,0
P00616,45-54,Man,South,Rural / small town,44.7,1.3,0
P00617,65-74,Woman,North,Urban,67.9,3.8,0
P00618,35-44,Man,Scotland/Wales,Urban,79.0,4.2,0
P00619,65-74,Woman,North,Urban,61.8,1.5,0
P00620,55-64,Man,Scotland/Wales,Rural / small town,28.5,3.5,0
P00621,55-64,Man,North,Urban,64.6,5.9,0
P00622,45-54,Man,Scotland/Wales,Rural / small town,37.7,1.9,0
P00623,18-24,Man,London,Urban,76.9,7.5,1
P00624,18-24,Woman,Midlands,Rural / small town,73.5,6.4,0
P00625,65-74,Man,North,Rural / small town,0.0,3.6,0
P00626,45-54,Woman,North,Rural / small town,53.7,1.2,0
P00627,65-74,Woman,Scotland/Wales,Rural / small town,10.0,4.9,0
P00628,18-24,Woman,South,Rural / small town,67.9,4.7,0
P00629,25-34,Man,Midlands,Rural / small town,69.8,6.2,0
P00630,65-74,Woman,Midlands,Rural / small town,35.2,2.5,0
P00631,25-34,Woman,Midlands,Urban,85.0,4.8,0
P00632,65-74,Woman,North,Rural / small town,37.7,1.3,0
P00633,45-54,Woman,North,Rural / small town,47.2,3.7,0
P00634,45-54,Man,Scotland/Wales,Rural / small town,60.1,5.8,0
P00635,35-44,Man,North,Rural / small town,50.0,4.9,0
P00636,55-64,Man,South,Urban,52.4,4.6,0
P00637,25-34,Woman,South,Urban,76.6,6.3,0
P00638,55-64,Man,Midlands,Rural / small town,26.7,2.0,0
P00639,55-64,Woman,Midlands,Urban,56.6,4.2,0
P00640,45-54,Man,South,Rural / small town,51.5,5.4,0
P00641,25-34,Woman,North,Rural / small town,100.0,4.7,0
P00642,45-54,Man,Scotland/Wales,Rural / small town,46.8,6.3,0
P00643,35-44,Man,Midlands,Urban,79.2,7.6,1
P00644,18-24,Woman,North,Urban,90.7,7.4,1
P00645,45-54,Woman,North,Urban,84.8,8.2,1
P00646,65-74,Man,South,Urban,66.1,5.7,0
P00647,35-44,Woman,South,Urban,64.7,6.2,0
P00648,55-64,Man,London,Rural / small town,44.7,0.0,0
P00649,65-74,Man,South,Rural / small town,37.0,5.6,0
P00650,35-44,Man,South,Urban,68.4,4.9,0
P00651,45-54,Woman,Scotland/Wales,Urban,69.8,3.9,0
P00652,65-74,Man,South,Urban,45.9,3.7,0
P00653,65-74,Woman,Midlands,Rural / small town,19.6,1.9,0
P00654,35-44,Man,North,Urban,86.4,6.8,0
P00655,45-54,Man,Midlands,Rural / small town,46.5,2.8,0
P00656,65-74,Woman,Midlands,Urban,44.9,3.0,0
P00657,18-24,Woman,South,Rural / small town,83.8,6.6,0
P00658,35-44,Woman,North,Urban,69.7,4.8,0
P00659,35-44,Man,Midlands,Urban,81.6,5.0,0
P00660,65-74,Man,North,Urban,60.7,3.6,0
P00661,18-24,Woman,South,Urban,58.4,2.9,0
P00662,25-34,Woman,South,Urban,100.0,7.7,1
P00663,45-54,Man,Scotland/Wales,Rural / small town,71.0,4.5,0
P00664,65-74,Woman,South,Urban,39.1,4.6,0
P00665,55-64,Woman,North,Urban,58.8,4.7,0
P00666,55-64,Man,South,Urban,43.3,4.5,0
P00667,25-34,Woman,North,Urban,100.0,7.5,1
P00668,18-24,Man,Midlands,Rural / small town,68.3,4.4,0
P00669,45-54,Man,London,Urban,58.9,5.5,0
P00670,25-34,Woman,London,Urban,65.4,6.8,0
P00671,45-54,Woman,South,Urban,84.5,2.9,0
P00672,25-34,Woman,North,Urban,93.0,4.6,0
P00673,55-64,Man,South,Rural / small town,56.3,3.3,0
P00674,25-34,Woman,South,Urban,63.3,5.9,0
P00675,25-34,Man,North,Rural / small town,51.2,4.2,0
P00676,45-54,Man,Scotland/Wales,Rural / small town,55.8,6.9,0
P00677,25-34,Man,North,Rural / small town,84.0,5.6,0
P00678,55-64,Woman,Midlands,Rural / small town,41.9,2.6,0
P00679,55-64,Man,Midlands,Urban,50.4,4.7,0
P00680,45-54,Man,North,Urban,62.7,3.3,0
P00681,25-34,Man,Scotland/Wales,Urban,68.7,3.5,0
P00682,55-64,Woman,North,Urban,34.3,0.9,0
P00683,35-44,Woman,North,Urban,75.8,5.7,0
P00684,25-34,Man,Scotland/Wales,Urban,94.1,6.5,0
P00685,18-24,Man,Midlands,Urban,66.1,6.5,0
P00686,55-64,Man,North,Urban,44.9,3.4,0
P00687,25-34,Woman,North,Urban,85.6,6.1,0
P00688,25-34,Man,North,Urban,100.0,5.5,0
P00689,25-34,Woman,North,Urban,96.0,6.2,0
P00690,65-74,Man,Midlands,Rural / small town,44.6,4.9,0
P00691,18-24,Man,Midlands,Rural / small town,83.5,5.1,0
P00692,35-44,Woman,London,Urban,80.8,7.0,1
P00693,35-44,Man,South,Urban,87.0,5.8,0
P00694,55-64,Woman,Midlands,Urban,37.0,1.2,0
P00695,35-44,Man,South,Urban,60.5,4.7,0
P00696,45-54,Man,Midlands,Rural / small town,44.2,5.6,0
P00697,45-54,Man,South,Rural / small town,47.0,4.5,0
P00698,25-34,Man,Midlands,Rural / small town,72.8,6.9,0
P00699,65-74,Woman,South,Rural / small town,26.3,3.8,0
P00700,25-34,Man,Midlands,Urban,80.9,5.4,0
P00701,25-34,Woman,North,Rural / small town,49.2,5.5,0
P00702,18-24,Woman,London,Rural / small town,71.8,7.1,1
P00703,65-74,Woman,Scotland/Wales,Rural / small town,41.5,2.5,0
P00704,25-34,Man,North,Urban,70.7,7.0,1
P00705,18-24,Woman,Midlands,Urban,78.4,3.9,0
P00706,35-44,Man,Midlands,Urban,70.7,7.5,1
P00707,65-74,Woman,North,Urban,33.4,3.8,0
P00708,45-54,Man,Scotland/Wales,Rural / small town,34.5,2.1,0
P00709,18-24,Man,Scotland/Wales,Urban,78.3,6.5,0
P00710,25-34,Man,North,Urban,74.3,5.7,0
P00711,65-74,Woman,Scotland/Wales,Urban,57.3,2.7,0
P00712,55-64,Woman,Scotland/Wales,Urban,57.7,5.0,0
P00713,35-44,Man,London,Rural / small town,71.6,3.7,0
P00714,18-24,Man,North,Urban,89.2,7.0,1
P00715,55-64,Man,Scotland/Wales,Urban,26.9,0.0,0
P00716,65-74,Woman,North,Urban,53.3,5.6,0
P00717,18-24,Man,North,Urban,99.5,8.2,1
P00718,18-24,Woman,Midlands,Urban,88.6,4.0,0
P00719,35-44,Woman,South,Rural / small town,78.1,3.6,0
P00720,35-44,Man,Scotland/Wales,Urban,66.5,5.2,0
P00721,55-64,Woman,North,Rural / small town,18.3,0.0,0
P00722,25-34,Woman,Midlands,Urban,69.9,4.1,0
P00723,35-44,Woman,North,Urban,55.1,4.8,0
P00724,25-34,Woman,London,Urban,93.5,6.9,0
P00725,35-44,Woman,London,Urban,74.8,6.3,0
P00726,45-54,Woman,Midlands,Urban,74.5,7.8,1
P00727,45-54,Woman,North,Rural / small town,57.8,3.9,0
P00728,55-64,Woman,Scotland/Wales,Rural / small town,61.2,4.6,0
P00729,35-44,Man,Scotland/Wales,Rural / small town,58.3,5.6,0
P00730,55-64,Man,Scotland/Wales,Urban,54.9,4.9,0
P00731,18-24,Woman,Scotland/Wales,Urban,49.1,4.3,0
P00732,45-54,Man,North,Urban,88.0,5.7,0
P00733,25-34,Woman,South,Urban,78.1,6.9,0
P00734,35-44,Woman,Midlands,Urban,85.6,4.1,0
P00735,25-34,Woman,Scotland/Wales,Urban,89.9,5.3,0
P00736,25-34,Woman,Midlands,Rural / small town,69.7,5.4,0
P00737,55-64,Man,Scotland/Wales,Urban,46.2,3.2,0
P00738,25-34,Woman,North,Urban,74.4,5.6,0
P00739,35-44,Man,North,Rural / small town,67.1,4.2,0
P00740,25-34,Woman,South,Rural / small town,69.3,3.4,0
P00741,25-34,Woman,Scotland/Wales,Urban,90.4,7.8,1
P00742,35-44,Man,South,Urban,72.5,5.9,0
P00743,35-44,Man,South,Urban,71.4,5.6,0
P00744,18-24,Man,London,Urban,91.6,8.1,1
P00745,35-44,Woman,Midlands,Urban,61.2,4.8,0
P00746,65-74,Woman,North,Urban,48.8,2.3,0
P00747,35-44,Man,London,Urban,85.4,5.3,0
P00748,65-74,Man,Midlands,Urban,38.0,3.1,0
P00749,45-54,Woman,London,Urban,66.8,6.0,0
P00750,55-64,Woman,South,Urban,71.9,4.8,0
P00751,55-64,Non-binary / other,London,Urban,78.5,4.4,0
P00752,65-74,Man,Scotland/Wales,Rural / small town,40.8,4.7,0
P00753,25-34,Man,Midlands,Rural / small town,56.0,3.6,0
P00754,35-44,Woman,North,Rural / small town,56.5,4.5,0
P00755,45-54,Man,Midlands,Urban,53.1,3.0,0
P00756,55-64,Woman,Midlands,Urban,37.6,2.4,0
P00757,35-44,Woman,North,Urban,67.2,4.2,0
P00758,45-54,Woman,North,Urban,60.3,4.7,0
P00759,55-64,Man,South,Urban,58.7,3.0,0
P00760,45-54,Man,South,Urban,94.1,7.6,1
P00761,55-64,Woman,Midlands,Urban,71.9,5.8,0
P00762,45-54,Non-binary / other,South,Urban,65.0,2.2,0
P00763,55-64,Man,South,Urban,75.4,4.2,0
P00764,25-34,Woman,North,Urban,95.7,6.9,0
P00765,35-44,Man,South,Urban,63.1,4.3,0
P00766,55-64,Woman,North,Urban,39.2,0.9,0
P00767,55-64,Woman,North,Urban,61.2,3.3,0
P00768,55-64,Man,South,Rural / small town,49.4,3.2,0
P00769,25-34,Man,South,Urban,85.4,5.6,0
P00770,18-24,Man,Scotland/Wales,Urban,81.6,9.8,1
P00771,65-74,Woman,South,Urban,37.3,4.2,0
P00772,35-44,Woman,North,Rural / small town,63.4,2.4,0
P00773,45-54,Woman,North,Rural / small town,50.4,5.8,0
P00774,35-44,Woman,Midlands,Urban,76.8,4.7,0
P00775,25-34,Woman,South,Urban,59.8,6.2,0
P00776,45-54,Man,North,Rural / small town,41.7,1.3,0
P00777,35-44,Woman,South,Urban,91.6,5.3,0
P00778,25-34,Woman,North,Urban,82.6,7.1,1
P00779,35-44,Woman,North,Urban,78.8,4.4,0
P00780,18-24,Woman,Scotland/Wales,Rural / small town,73.9,2.9,0
P00781,45-54,Man,North,Rural / small town,38.9,6.0,0
P00782,55-64,Man,South,Rural / small town,24.5,1.9,0
P00783,65-74,Woman,North,Urban,43.0,0.9,0
P00784,35-44,Man,Midlands,Urban,49.9,2.8,0
P00785,45-54,Man,North,Rural / small town,58.8,3.4,0
P00786,55-64,Woman,Midlands,Rural / small town,40.1,1.6,0
P00787,25-34,Man,Midlands,Urban,73.5,6.6,0
P00788,45-54,Woman,Midlands,Urban,51.9,4.6,0
P00789,18-24,Woman,North,Urban,98.2,6.5,0
P00790,18-24,Man,North,Rural / small town,70.0,4.7,0
P00791,55-64,Man,Midlands,Urban,49.0,3.5,0
P00792,45-54,Man,Scotland/Wales,Urban,64.8,6.2,0
P00793,65-74,Woman,Midlands,Rural / small town,33.7,3.0,0
P00794,65-74,Woman,South,Urban,42.5,2.6,0
P00795,35-44,Man,South,Urban,68.7,5.9,0
P00796,18-24,Woman,London,Urban,80.0,6.9,0
P00797,65-74,Man,North,Urban,55.9,5.8,0
P00798,25-34,Woman,Scotland/Wales,Urban,79.5,5.4,0
P00799,65-74,Woman,North,Rural / small town,42.5,2.8,0
P00800,25-34,Man,North,Rural / small town,62.5,6.7,0
P00801,55-64,Man,Midlands,Urban,49.0,5.7,0
P00802,35-44,Woman,South,Rural / small town,63.1,6.0,0
P00803,65-74,Man,Midlands,Urban,40.4,4.2,0
P00804,55-64,Man,North,Urban,60.0,6.3,0
P00805,18-24,Woman,South,Urban,78.7,9.6,1
P00806,35-44,Woman,North,Urban,86.0,5.5,0
P00807,65-74,Woman,South,Urban,55.5,4.8,0
P00808,55-64,Woman,Scotland/Wales,Rural / small town,61.0,5.0,0
P00809,35-44,Woman,North,Urban,97.4,5.9,0
P00810,65-74,Woman,North,Rural / small town,47.4,4.0,0
P00811,35-44,Woman,North,Urban,76.1,7.8,1
P00812,25-34,Man,South,Urban,89.7,7.7,1
P00813,35-44,Woman,South,Urban,84.9,7.4,1
P00814,45-54,Woman,South,Rural / small town,54.0,6.0,0
P00815,55-64,Man,Midlands,Rural / small town,42.4,4.6,0
P00816,25-34,Woman,Scotland/Wales,Rural / small town,49.2,4.4,0
P00817,55-64,Woman,Scotland/Wales,Rural / small town,58.9,1.8,0
P00818,65-74,Woman,North,Rural / small town,38.0,3.8,0
P00819,25-34,Man,North,Urban,84.6,4.1,0
P00820,45-54,Woman,North,Urban,79.7,4.5,0
P00821,45-54,Man,North,Rural / small town,66.0,5.8,0
P00822,25-34,Man,Midlands,Urban,85.0,8.5,1
P00823,25-34,Man,South,Rural / small town,52.5,3.2,0
P00824,25-34,Woman,Scotland/Wales,Urban,76.9,3.5,0
P00825,25-34,Man,North,Urban,70.9,4.9,0
P00826,45-54,Man,Scotland/Wales,Rural / small town,72.2,4.4,0
P00827,18-24,Man,North,Urban,76.7,7.5,1
P00828,25-34,Woman,Scotland/Wales,Rural / small town,67.6,3.2,0
P00829,55-64,Woman,North,Urban,34.8,3.1,0
P00830,45-54,Woman,North,Urban,72.1,6.4,0
P00831,45-54,Man,Midlands,Rural / small town,35.4,6.3,0
P00832,45-54,Man,London,Urban,61.0,5.8,0
P00833,25-34,Man,London,Urban,72.5,8.3,1
P00834,35-44,Man,South,Rural / small town,60.8,2.6,0
P00835,45-54,Woman,Scotland/Wales,Urban,66.1,5.4,0
P00836,25-34,Woman,South,Urban,79.4,6.9,0
P00837,35-44,Woman,North,Urban,77.5,7.8,1
P00838,55-64,Woman,South,Rural / small town,40.6,3.3,0
P00839,25-34,Woman,Midlands,Rural / small town,54.1,5.5,0
P00840,65-74,Man,North,Urban,52.4,6.6,0
P00841,45-54,Man,North,Urban,62.4,4.6,0
P00842,25-34,Woman,Midlands,Urban,69.9,5.5,0
P00843,55-64,Woman,North,Rural / small town,39.6,0.0,0
P00844,25-34,Woman,North,Rural / small town,94.4,4.0,0
P00845,18-24,Man,London,Urban,85.9,3.2,0
P00846,25-34,Woman,South,Urban,58.8,5.9,0
P00847,45-54,Woman,South,Rural / small town,27.2,4.6,0
P00848,25-34,Man,North,Rural / small town,78.1,6.1,0
P00849,55-64,Man,Scotland/Wales,Urban,22.9,4.1,0
P00850,65-74,Man,North,Urban,39.8,7.4,1
P00851,55-64,Man,Midlands,Urban,71.9,7.1,1
P00852,45-54,Man,South,Rural / small town,62.3,5.2,0
P00853,25-34,Man,Scotland/Wales,Urban,84.4,6.3,0
P00854,18-24,Woman,South,Urban,85.3,7.7,1
P00855,25-34,Man,South,Rural / small town,71.2,5.5,0
P00856,35-44,Man,Scotland/Wales,Urban,65.2,4.4,0
P00857,45-54,Man,London,Urban,65.4,4.8,0
P00858,18-24,Woman,North,Urban,90.9,6.5,0
P00859,25-34,Man,London,Urban,74.1,4.4,0
P00860,35-44,Man,North,Urban,57.7,4.5,0
P00861,25-34,Man,Scotland/Wales,Rural / small town,70.4,5.6,0
P00862,35-44,Man,London,Urban,82.9,6.7,0
P00863,65-74,Woman,Scotland/Wales,Urban,32.6,4.1,0
P00864,55-64,Woman,Scotland/Wales,Rural / small town,53.6,3.4,0
P00865,18-24,Woman,North,Urban,69.0,6.7,0
P00866,55-64,Woman,Scotland/Wales,Urban,72.2,5.7,0
P00867,65-74,Man,Scotland/Wales,Urban,54.0,3.8,0
P00868,45-54,Man,Midlands,Urban,61.7,4.6,0
P00869,65-74,Man,North,Rural / small town,24.7,2.5,0
P00870,65-74,Non-binary / other,North,Urban,45.3,3.8,0
P00871,65-74,Man,London,Urban,44.5,8.3,1
P00872,65-74,Woman,North,Urban,26.3,4.3,0
P00873,25-34,Woman,London,Urban,67.5,6.9,0
P00874,65-74,Woman,London,Urban,39.3,2.6,0
P00875,55-64,Man,North,Urban,31.9,1.7,0
P00876,45-54,Man,Midlands,Urban,32.4,4.0,0
P00877,55-64,Man,North,Rural / small town,45.5,1.6,0
P00878,25-34,Man,Midlands,Rural / small town,56.9,7.9,1
P00879,65-74,Man,North,Urban,34.7,3.7,0
P00880,25-34,Man,North,Rural / small town,71.2,3.9,0
P00881,45-54,Man,Scotland/Wales,Urban,76.3,5.9,0
P00882,18-24,Man,Scotland/Wales,Rural / small town,53.6,7.2,1
P00883,65-74,Woman,Scotland/Wales,Urban,47.5,2.3,0
P00884,45-54,Man,Scotland/Wales,Rural / small town,48.6,3.4,0
P00885,25-34,Woman,South,Urban,69.8,10.0,1
P00886,45-54,Man,South,Urban,72.9,5.5,0
P00887,45-54,Woman,South,Urban,69.8,2.4,0
P00888,45-54,Woman,Midlands,Urban,64.0,2.6,0
P00889,35-44,Man,Midlands,Rural / small town,43.8,5.9,0
P00890,45-54,Man,London,Rural / small town,42.4,5.2,0
P00891,45-54,Man,London,Urban,65.1,7.5,1
P00892,65-74,Woman,South,Urban,35.6,2.4,0
P00893,65-74,Woman,Scotland/Wales,Urban,47.4,4.3,0
P00894,65-74,Woman,South,Rural / small town,31.3,2.5,0
P00895,65-74,Man,Midlands,Rural / small town,49.1,0.7,0
P00896,55-64,Man,North,Urban,54.6,6.3,0
P00897,25-34,Woman,North,Urban,93.3,6.2,0
P00898,18-24,Woman,London,Urban,69.9,2.5,0
P00899,55-64,Woman,Midlands,Urban,56.8,5.3,0
P00900,35-44,Man,Scotland/Wales,Urban,74.1,2.8,0
P00901,65-74,Woman,North,Urban,60.5,4.0,0
P00902,35-44,Woman,North,Urban,69.7,4.7,0
P00903,35-44,Man,Scotland/Wales,Urban,48.1,1.3,0
P00904,65-74,Man,South,Urban,43.3,5.0,0
P00905,25-34,Woman,London,Urban,76.0,6.8,0
P00906,25-34,Woman,London,Rural / small town,65.8,8.4,1
P00907,25-34,Woman,Midlands,Urban,83.8,6.1,0
P00908,18-24,Man,North,Rural / small town,74.7,6.6,0
P00909,55-64,Man,London,Urban,42.9,4.0,0
P00910,35-44,Woman,South,Rural / small town,64.6,3.8,0
P00911,35-44,Man,Midlands,Urban,95.2,8.3,1
P00912,45-54,Man,South,Rural / small town,51.8,3.7,0
P00913,25-34,Man,South,Urban,71.5,4.7,0
P00914,65-74,Man,North,Rural / small town,33.1,3.8,0
P00915,18-24,Woman,Midlands,Urban,88.9,5.3,0
P00916,18-24,Woman,South,Urban,87.7,7.5,1
P00917,35-44,Woman,South,Urban,81.6,7.5,1
P00918,35-44,Woman,North,Urban,82.7,4.6,0
P00919,25-34,Woman,South,Urban,58.0,5.4,0
P00920,18-24,Woman,London,Urban,88.9,7.1,1
P00921,18-24,Woman,Midlands,Rural / small town,55.2,7.0,1
P00922,45-54,Man,North,Rural / small town,77.0,4.8,0
