strategy,person_id,age_band,gender,region,urbanicity,digital_engagement_score,concept_interest_0_10,likely_to_try
Simple random,P33408,65-74,Man,London,Urban,62.9,3.9,0
Simple random,P02070,25-34,Woman,London,Urban,88.7,5.8,0
Simple random,P40714,55-64,Woman,London,Urban,60.7,5.8,0
Simple random,P27750,25-34,Man,South,Urban,62.8,7.5,1
Simple random,P03356,18-24,Woman,Scotland/Wales,Rural / small town,66.1,3.4,0
Simple random,P08546,45-54,Woman,South,Urban,65.8,7.9,1
Simple random,P09250,45-54,Woman,Scotland/Wales,Rural / small town,44.4,7.2,1
Simple random,P08369,55-64,Man,South,Urban,72.7,1.7,0
Simple random,P11336,25-34,Woman,South,Urban,85.0,7.9,1
Simple random,P31209,25-34,Woman,Scotland/Wales,Rural / small town,77.1,5.2,0
Simple random,P29487,35-44,Woman,North,Urban,90.2,6.7,0
Simple random,P32947,55-64,Man,South,Urban,49.0,3.4,0
Simple random,P34990,55-64,Man,London,Urban,80.0,6.3,0
Simple random,P10079,55-64,Woman,South,Rural / small town,47.7,2.6,0
Simple random,P27560,55-64,Woman,Midlands,Rural / small town,43.6,1.2,0
Simple random,P14290,25-34,Woman,Midlands,Urban,54.8,8.0,1
Simple random,P10656,25-34,Woman,North,Urban,68.2,5.2,0
Simple random,P32814,35-44,Woman,Scotland/Wales,Urban,91.2,7.5,1
Simple random,P01249,25-34,Man,North,Rural / small town,68.4,5.4,0
Simple random,P13550,35-44,Man,North,Urban,73.5,6.4,0
Simple random,P12562,55-64,Man,North,Urban,65.9,4.0,0
Simple random,P38431,25-34,Man,Midlands,Rural / small town,64.6,2.9,0
Simple random,P04029,55-64,Man,Midlands,Rural / small town,48.0,4.2,0
Simple random,P06148,25-34,Man,Midlands,Urban,79.6,6.6,0
Simple random,P05283,18-24,Man,Midlands,Urban,100.0,7.4,1
Simple random,P11607,18-24,Woman,North,Urban,62.9,5.4,0
Simple random,P17765,25-34,Woman,North,Rural / small town,65.3,2.3,0
Simple random,P14664,45-54,Man,Scotland/Wales,Urban,48.7,6.0,0
Simple random,P22060,18-24,Woman,Midlands,Urban,64.9,4.5,0
Simple random,P26008,65-74,Man,South,Rural / small town,47.8,5.3,0
Simple random,P21100,45-54,Woman,Midlands,Urban,78.3,7.2,1
Simple random,P09832,65-74,Woman,North,Urban,13.3,2.4,0
Simple random,P28512,35-44,Woman,Midlands,Urban,82.8,7.4,1
Simple random,P14379,18-24,Man,London,Urban,82.8,4.4,0
Simple random,P16007,18-24,Non-binary / other,Midlands,Rural / small town,77.6,2.8,0
Simple random,P39169,55-64,Woman,London,Urban,56.0,3.9,0
Simple random,P40320,35-44,Man,Midlands,Rural / small town,69.1,5.1,0
Simple random,P16346,18-24,Woman,South,Urban,90.0,3.3,0
Simple random,P36036,45-54,Man,Scotland/Wales,Urban,50.1,4.4,0
Simple random,P41709,35-44,Man,South,Urban,63.6,6.0,0
Simple random,P27037,25-34,Woman,North,Urban,87.1,5.0,0
Simple random,P47941,18-24,Woman,Midlands,Urban,53.2,4.4,0
Simple random,P34691,55-64,Woman,South,Urban,52.4,3.1,0
Simple random,P45992,25-34,Woman,North,Urban,100.0,6.5,0
Simple random,P48869,45-54,Woman,London,Urban,68.1,4.5,0
Simple random,P16449,35-44,Woman,Midlands,Urban,62.5,4.7,0
Simple random,P32661,55-64,Man,London,Urban,51.1,1.9,0
Simple random,P19858,18-24,Man,North,Urban,57.6,6.8,0
Simple random,P00096,25-34,Man,North,Rural / small town,62.9,6.8,0
Simple random,P15264,25-34,Man,Scotland/Wales,Rural / small town,49.3,3.3,0
Simple random,P38438,25-34,Woman,Scotland/Wales,Rural / small town,72.5,5.6,0
Simple random,P44846,18-24,Woman,Scotland/Wales,Rural / small town,78.7,4.0,0
Simple random,P45154,35-44,Man,South,Urban,86.0,5.9,0
Simple random,P04766,65-74,Man,Midlands,Rural / small town,26.9,0.0,0
Simple random,P01498,18-24,Man,North,Rural / small town,68.2,6.4,0
Simple random,P32899,35-44,Man,North,Urban,64.0,4.1,0
Simple random,P47357,45-54,Woman,North,Urban,51.9,6.6,0
Simple random,P07542,25-34,Man,South,Urban,86.1,8.2,1
Simple random,P19472,65-74,Man,South,Rural / small town,32.0,4.3,0
Simple random,P44029,55-64,Woman,North,Urban,43.9,3.8,0
Simple random,P21160,65-74,Man,North,Rural / small town,36.1,2.4,0
Simple random,P47643,65-74,Woman,Midlands,Urban,64.8,3.3,0
Simple random,P25153,35-44,Man,Scotland/Wales,Urban,72.0,4.3,0
Simple random,P49315,65-74,Man,London,Urban,33.0,4.8,0
Simple random,P10848,25-34,Woman,Scotland/Wales,Rural / small town,43.6,5.2,0
Simple random,P44558,35-44,Man,South,Urban,94.5,5.4,0
Simple random,P22878,55-64,Non-binary / other,Scotland/Wales,Urban,61.6,7.8,1
Simple random,P36478,18-24,Woman,Scotland/Wales,Urban,80.4,7.7,1
Simple random,P17257,35-44,Woman,North,Rural / small town,66.4,5.0,0
Simple random,P03845,45-54,Man,South,Urban,54.9,5.3,0
Simple random,P33704,45-54,Woman,London,Urban,64.1,5.0,0
Simple random,P00945,55-64,Woman,North,Rural / small town,37.0,0.8,0
Simple random,P44823,18-24,Woman,South,Urban,86.0,7.2,1
Simple random,P41557,18-24,Woman,London,Urban,76.5,4.8,0
Simple random,P23891,35-44,Man,North,Urban,74.4,3.1,0
Simple random,P42869,65-74,Woman,Midlands,Rural / small town,39.7,3.3,0
Simple random,P44693,25-34,Woman,Scotland/Wales,Urban,78.8,6.0,0
Simple random,P18030,35-44,Man,South,Urban,70.3,5.7,0
Simple random,P36739,45-54,Woman,Midlands,Rural / small town,58.0,2.3,0
Simple random,P01976,65-74,Woman,North,Rural / small town,31.8,4.2,0
Simple random,P30227,55-64,Woman,South,Urban,43.1,3.0,0
Simple random,P14156,45-54,Woman,Midlands,Urban,64.5,5.9,0
Simple random,P12442,55-64,Man,North,Urban,50.6,2.8,0
Simple random,P17174,45-54,Woman,North,Urban,85.0,4.3,0
Simple random,P28550,35-44,Man,Scotland/Wales,Urban,70.2,6.2,0
Simple random,P42561,45-54,Woman,Midlands,Urban,70.4,4.2,0
Simple random,P11601,45-54,Man,North,Urban,49.2,6.5,0
Simple random,P20881,55-64,Man,Midlands,Rural / small town,39.6,0.6,0
Simple random,P23992,25-34,Man,London,Rural / small town,69.6,7.0,1
Simple random,P07336,55-64,Woman,North,Urban,47.4,1.3,0
Simple random,P09449,18-24,Woman,South,Urban,77.4,6.3,0
Simple random,P16678,18-24,Man,North,Rural / small town,74.2,4.8,0
Simple random,P09355,65-74,Man,South,Urban,46.4,4.6,0
Simple random,P02033,45-54,Woman,London,Urban,42.3,3.4,0
Simple random,P20508,35-44,Woman,North,Urban,66.8,4.2,0
Simple random,P27134,35-44,Woman,South,Urban,61.3,5.9,0
Simple random,P47394,55-64,Man,Midlands,Urban,54.9,5.6,0
Simple random,P29861,45-54,Man,South,Urban,64.8,3.0,0
Simple random,P10977,25-34,Woman,Scotland/Wales,Rural / small town,71.0,5.1,0
Simple random,P38769,18-24,Woman,South,Urban,63.0,5.8,0
Simple random,P08899,65-74,Man,North,Urban,36.2,3.1,0
Simple random,P02920,65-74,Woman,North,Urban,36.7,7.0,1
Simple random,P43342,55-64,Woman,Midlands,Urban,48.9,4.0,0
Simple random,P12446,45-54,Man,North,Urban,50.4,6.4,0
Simple random,P24419,45-54,Man,North,Urban,41.9,4.4,0
Simple random,P29334,25-34,Woman,South,Urban,74.4,4.7,0
Simple random,P32488,65-74,Woman,Scotland/Wales,Rural / small town,41.4,2.7,0
Simple random,P17016,35-44,Man,South,Rural / small town,61.6,2.0,0
Simple random,P05072,45-54,Non-binary / other,London,Urban,46.9,4.5,0
Simple random,P31746,25-34,Woman,South,Urban,84.2,7.5,1
Simple random,P35775,45-54,Woman,Scotland/Wales,Rural / small town,62.2,4.5,0
Simple random,P49395,65-74,Man,South,Urban,42.2,3.2,0
Simple random,P43790,35-44,Man,South,Urban,79.1,7.4,1
Simple random,P17822,55-64,Man,South,Urban,67.6,2.9,0
Simple random,P23150,45-54,Woman,North,Rural / small town,67.3,4.9,0
Simple random,P15852,45-54,Woman,North,Urban,80.1,7.2,1
Simple random,P31783,45-54,Man,Midlands,Rural / small town,63.6,6.1,0
Simple random,P29518,65-74,Woman,Scotland/Wales,Urban,39.7,0.8,0
Simple random,P49492,25-34,Non-binary / other,London,Urban,63.6,5.2,0
Simple random,P33850,55-64,Woman,South,Urban,81.5,5.4,0
Simple random,P22233,18-24,Man,Midlands,Urban,62.8,3.5,0
Simple random,P41776,18-24,Woman,North,Urban,69.1,4.6,0
Simple random,P20484,35-44,Man,North,Rural / small town,62.9,3.4,0
Simple random,P33135,65-74,Man,London,Urban,63.4,2.3,0
Simple random,P44698,18-24,Man,North,Urban,86.6,8.9,1
Simple random,P07565,25-34,Woman,Scotland/Wales,Rural / small town,55.0,3.6,0
Simple random,P17300,55-64,Man,London,Urban,43.0,4.2,0
Simple random,P39476,55-64,Woman,Midlands,Rural / small town,36.7,2.7,0
Simple random,P47564,25-34,Man,Scotland/Wales,Urban,70.0,6.3,0
Simple random,P34534,25-34,Man,London,Urban,94.2,3.8,0
Simple random,P39181,35-44,Man,North,Rural / small town,64.4,3.5,0
Simple random,P30837,25-34,Woman,Scotland/Wales,Urban,100.0,8.3,1
Simple random,P17429,45-54,Man,South,Urban,65.6,6.7,0
Simple random,P29608,18-24,Woman,Scotland/Wales,Urban,86.4,6.3,0
Simple random,P46566,35-44,Man,South,Urban,56.7,3.2,0
Simple random,P38817,25-34,Man,Midlands,Urban,100.0,7.3,1
Simple random,P14531,25-34,Woman,South,Rural / small town,60.2,3.8,0
Simple random,P29985,55-64,Man,South,Urban,52.3,6.5,0
Simple random,P19198,25-34,Woman,London,Urban,88.0,8.0,1
Simple random,P08673,18-24,Woman,Midlands,Urban,96.0,5.1,0
Simple random,P42281,18-24,Man,South,Urban,100.0,7.1,1
Simple random,P24534,35-44,Woman,South,Urban,58.5,4.9,0
Simple random,P44690,55-64,Woman,London,Urban,36.4,2.7,0
Simple random,P05694,55-64,Woman,Midlands,Urban,56.5,3.8,0
Simple random,P32770,18-24,Woman,Midlands,Rural / small town,71.8,3.5,0
Simple random,P25977,65-74,Man,South,Urban,44.3,6.5,0
Simple random,P44492,25-34,Man,London,Urban,77.7,6.2,0
Simple random,P23369,35-44,Woman,North,Urban,78.0,3.7,0
Simple random,P03249,55-64,Man,London,Urban,52.1,2.7,0
Simple random,P07391,45-54,Man,Scotland/Wales,Urban,52.3,2.7,0
Simple random,P29987,18-24,Woman,North,Urban,92.1,6.2,0
Simple random,P05050,55-64,Man,South,Rural / small town,30.6,3.3,0
Simple random,P01418,55-64,Woman,South,Urban,36.0,3.6,0
Simple random,P19678,45-54,Woman,London,Urban,70.2,8.7,1
Simple random,P37760,25-34,Woman,South,Urban,87.1,6.6,0
Simple random,P11877,35-44,Woman,South,Urban,69.7,4.7,0
Simple random,P35802,18-24,Woman,North,Urban,63.5,6.0,0
Simple random,P31332,55-64,Woman,Midlands,Rural / small town,46.0,2.4,0
Simple random,P06526,25-34,Woman,Scotland/Wales,Rural / small town,79.5,4.2,0
Simple random,P31920,45-54,Non-binary / other,Midlands,Urban,56.0,2.5,0
Simple random,P00354,35-44,Man,North,Urban,49.4,7.3,1
Simple random,P43321,25-34,Man,South,Rural / small town,70.9,6.1,0
Simple random,P21957,55-64,Woman,North,Rural / small town,40.7,3.0,0
Simple random,P37047,18-24,Woman,London,Urban,69.9,6.2,0
Simple random,P31712,35-44,Man,Scotland/Wales,Rural / small town,56.5,7.4,1
Simple random,P42971,25-34,Man,North,Urban,74.8,6.7,0
Simple random,P43391,55-64,Woman,North,Urban,41.1,2.4,0
Simple random,P47422,35-44,Man,North,Urban,48.1,4.2,0
Simple random,P04319,55-64,Man,North,Rural / small town,46.4,3.1,0
Simple random,P28959,18-24,Woman,Scotland/Wales,Rural / small town,75.7,6.3,0
Simple random,P25393,45-54,Woman,London,Urban,74.4,6.9,0
Simple random,P26223,25-34,Woman,South,Rural / small town,83.2,4.0,0
Simple random,P42176,35-44,Man,North,Rural / small town,82.7,7.3,1
Simple random,P01084,55-64,Man,South,Urban,50.8,2.9,0
Simple random,P43410,35-44,Woman,London,Urban,85.9,9.0,1
Simple random,P42789,25-34,Man,South,Urban,83.1,4.0,0
Simple random,P41824,35-44,Woman,South,Urban,76.2,4.3,0
Simple random,P46037,25-34,Man,Scotland/Wales,Rural / small town,42.3,2.3,0
Simple random,P20413,45-54,Man,Scotland/Wales,Rural / small town,51.4,4.9,0
Simple random,P02574,35-44,Woman,North,Rural / small town,66.2,2.8,0
Simple random,P42887,65-74,Man,North,Rural / small town,30.6,4.6,0
Simple random,P24626,55-64,Man,South,Urban,44.7,3.9,0
Simple random,P32376,35-44,Man,South,Urban,63.9,5.6,0
Simple random,P13751,65-74,Man,Scotland/Wales,Urban,44.7,0.0,0
Simple random,P33321,35-44,Man,South,Urban,62.4,5.8,0
Simple random,P47815,25-34,Man,North,Rural / small town,68.3,4.5,0
Simple random,P13972,45-54,Man,Midlands,Urban,57.1,1.1,0
Simple random,P06869,25-34,Woman,North,Rural / small town,69.1,2.8,0
Simple random,P12829,55-64,Man,London,Urban,48.1,6.2,0
Simple random,P05664,25-34,Man,North,Urban,90.6,7.4,1
Simple random,P23555,65-74,Man,North,Urban,61.1,7.4,1
Simple random,P36177,25-34,Woman,Midlands,Urban,81.0,8.6,1
Simple random,P10408,25-34,Woman,North,Rural / small town,64.0,4.3,0
Simple random,P13166,45-54,Woman,London,Urban,42.4,7.8,1
Simple random,P43702,25-34,Man,Midlands,Urban,81.0,7.3,1
Simple random,P34402,35-44,Man,South,Urban,83.9,10.0,1
Simple random,P21296,45-54,Man,North,Urban,62.6,8.5,1
Simple random,P24627,35-44,Woman,South,Urban,68.6,4.7,0
Simple random,P25116,45-54,Man,Midlands,Urban,63.0,5.0,0
Simple random,P01818,25-34,Man,London,Urban,75.8,5.7,0
Simple random,P17727,25-34,Man,South,Urban,82.6,6.5,0
Simple random,P30495,65-74,Woman,North,Rural / small town,57.9,2.4,0
Simple random,P39961,18-24,Man,Scotland/Wales,Rural / small town,48.5,4.6,0
Simple random,P49619,55-64,Man,Midlands,Urban,59.4,5.4,0
Simple random,P21970,35-44,Man,Midlands,Rural / small town,55.7,4.8,0
Simple random,P17579,55-64,Man,London,Urban,43.5,3.2,0
Simple random,P19758,55-64,Woman,South,Urban,66.9,6.1,0
Simple random,P04484,65-74,Man,South,Urban,46.1,3.5,0
Simple random,P39708,35-44,Woman,London,Urban,73.1,7.1,1
Simple random,P33137,35-44,Woman,South,Urban,71.4,5.6,0
Simple random,P06682,35-44,Woman,South,Rural / small town,58.1,5.0,0
Simple random,P13603,35-44,Man,North,Urban,79.7,7.0,1
Simple random,P11277,45-54,Man,London,Urban,78.1,7.1,1
Simple random,P48770,25-34,Woman,Scotland/Wales,Urban,65.9,4.9,0
Simple random,P40187,65-74,Woman,North,Urban,25.2,3.9,0
Simple random,P03847,65-74,Man,North,Rural / small town,48.7,3.5,0
Simple random,P19122,25-34,Man,London,Urban,78.8,6.2,0
Simple random,P37584,55-64,Man,North,Rural / small town,23.3,0.0,0
Simple random,P27746,35-44,Woman,London,Urban,54.7,4.3,0
Simple random,P03244,65-74,Woman,North,Urban,30.9,0.0,0
Simple random,P42984,65-74,Woman,Scotland/Wales,Urban,26.4,2.0,0
Simple random,P30368,45-54,Woman,Scotland/Wales,Rural / small town,49.7,4.0,0
Simple random,P00368,55-64,Man,Scotland/Wales,Urban,67.5,3.6,0
Simple random,P28239,55-64,Man,Midlands,Rural / small town,35.2,1.9,0
Simple random,P21478,35-44,Woman,South,Urban,55.5,6.2,0
Simple random,P00204,35-44,Woman,North,Urban,66.8,6.7,0
Simple random,P42996,55-64,Man,Midlands,Rural / small town,60.8,3.9,0
Simple random,P41479,45-54,Woman,Scotland/Wales,Urban,72.1,6.8,0
Simple random,P28674,35-44,Man,Midlands,Urban,61.1,7.1,1
Simple random,P27143,55-64,Man,Scotland/Wales,Urban,53.6,2.9,0
Simple random,P14951,45-54,Woman,Midlands,Rural / small town,55.2,3.1,0
Simple random,P43746,25-34,Woman,South,Rural / small town,79.5,6.5,0
Simple random,P40460,18-24,Man,London,Urban,97.9,9.2,1
Simple random,P07687,55-64,Woman,South,Urban,50.4,3.8,0
Simple random,P30540,18-24,Woman,South,Urban,84.5,5.8,0
Simple random,P30360,65-74,Woman,Scotland/Wales,Urban,39.2,3.6,0
Simple random,P46751,35-44,Man,South,Urban,61.9,5.2,0
Simple random,P44195,65-74,Man,South,Urban,46.7,1.6,0
Simple random,P19124,35-44,Woman,London,Urban,77.1,4.3,0
Simple random,P36759,35-44,Woman,Scotland/Wales,Urban,67.3,3.8,0
Simple random,P03091,45-54,Man,North,Urban,71.1,7.9,1
Simple random,P28140,65-74,Man,South,Rural / small town,44.9,3.5,0
Simple random,P33253,45-54,Man,North,Rural / small town,51.7,4.6,0
Simple random,P23014,45-54,Woman,Midlands,Rural / small town,46.5,6.5,0
Simple random,P28915,18-24,Woman,London,Rural / small town,69.2,5.1,0
Simple random,P47134,65-74,Man,South,Rural / small town,28.9,4.1,0
Simple random,P25007,35-44,Man,North,Urban,74.9,6.8,0
Simple random,P38478,25-34,Woman,Midlands,Rural / small town,76.8,4.8,0
Simple random,P12027,55-64,Man,South,Urban,40.4,3.0,0
Simple random,P41651,18-24,Woman,North,Urban,82.7,6.8,0
Simple random,P06479,45-54,Woman,North,Urban,49.7,3.6,0
Simple random,P38695,35-44,Man,Midlands,Urban,48.6,4.3,0
Simple random,P25294,65-74,Man,North,Urban,44.8,3.1,0
Simple random,P45877,35-44,Woman,South,Urban,70.1,7.5,1
Simple random,P09599,25-34,Man,North,Urban,70.5,6.5,0
Simple random,P25946,45-54,Woman,North,Urban,43.3,5.8,0
Simple random,P43227,25-34,Woman,Scotland/Wales,Rural / small town,89.3,5.1,0
Simple random,P16019,55-64,Man,North,Urban,57.1,4.0,0
Simple random,P35387,55-64,Man,South,Rural / small town,36.4,4.4,0
Simple random,P47592,25-34,Woman,London,Urban,67.7,6.6,0
Simple random,P16032,35-44,Man,South,Rural / small town,58.0,5.2,0
Simple random,P06125,55-64,Man,Scotland/Wales,Urban,50.8,3.5,0
Simple random,P23413,45-54,Woman,South,Urban,58.7,6.0,0
Simple random,P46258,35-44,Woman,Midlands,Urban,77.4,5.6,0
Simple random,P42876,35-44,Woman,South,Urban,71.7,5.8,0
Simple random,P17751,45-54,Woman,North,Urban,53.3,3.5,0
Simple random,P47577,18-24,Man,South,Urban,100.0,6.9,0
Simple random,P17820,25-34,Man,Midlands,Rural / small town,58.6,6.0,0
Simple random,P40839,18-24,Man,North,Urban,72.8,7.8,1
Simple random,P29093,55-64,Woman,North,Urban,58.2,4.5,0
Simple random,P29411,35-44,Woman,Midlands,Urban,79.3,7.8,1
Simple random,P35506,35-44,Woman,North,Urban,66.8,2.4,0
Simple random,P48150,65-74,Man,Midlands,Rural / small town,27.9,1.4,0
Simple random,P37489,35-44,Man,South,Urban,78.5,6.5,0
Simple random,P18467,18-24,Woman,North,Urban,82.7,6.8,0
Simple random,P49995,25-34,Man,North,Urban,76.8,5.3,0
Simple random,P45277,25-34,Man,London,Urban,59.6,4.9,0
Simple random,P42436,35-44,Woman,North,Urban,67.6,9.4,1
Simple random,P06846,45-54,Woman,North,Urban,64.9,3.3,0
Simple random,P45443,35-44,Woman,North,Urban,54.4,7.2,1
Simple random,P38773,18-24,Man,London,Urban,84.9,9.1,1
Simple random,P33825,25-34,Man,Midlands,Urban,72.5,4.7,0
Simple random,P27756,35-44,Man,South,Urban,68.6,6.6,0
Simple random,P08884,25-34,Woman,South,Rural / small town,67.8,4.9,0
Simple random,P29923,35-44,Woman,South,Rural / small town,64.0,3.8,0
Simple random,P09287,65-74,Man,Midlands,Urban,41.2,1.1,0
Simple random,P12414,25-34,Woman,South,Urban,69.9,7.3,1
Simple random,P44542,55-64,Man,North,Urban,38.6,3.6,0
Simple random,P14606,35-44,Man,North,Rural / small town,56.3,5.4,0
Simple random,P34002,25-34,Man,South,Rural / small town,66.8,3.2,0
Simple random,P45504,55-64,Woman,North,Urban,27.8,3.3,0
Simple random,P10750,55-64,Woman,London,Urban,52.5,4.8,0
Simple random,P45399,65-74,Woman,Midlands,Rural / small town,49.6,1.4,0
Simple random,P28603,35-44,Woman,Scotland/Wales,Urban,70.3,3.6,0
Simple random,P24920,45-54,Man,North,Urban,62.6,2.6,0
Simple random,P12456,55-64,Man,London,Urban,46.2,4.3,0
Simple random,P46160,35-44,Woman,North,Urban,76.8,5.3,0
Simple random,P39311,18-24,Woman,South,Rural / small town,61.7,5.7,0
Simple random,P07550,18-24,Man,North,Urban,97.1,2.6,0
Simple random,P31889,25-34,Man,North,Rural / small town,52.8,5.2,0
Simple random,P30324,18-24,Woman,South,Urban,66.6,4.2,0
Simple random,P28398,65-74,Woman,London,Urban,40.8,5.8,0
Simple random,P35513,18-24,Man,South,Urban,98.8,6.0,0
Simple random,P40271,55-64,Man,South,Urban,67.2,2.5,0
Simple random,P46375,18-24,Man,North,Urban,82.4,8.8,1
Simple random,P12851,45-54,Woman,Midlands,Rural / small town,59.0,5.1,0
Simple random,P01356,25-34,Woman,South,Urban,84.5,5.8,0
Simple random,P31614,25-34,Man,Midlands,Urban,84.1,4.1,0
Simple random,P16148,25-34,Man,North,Urban,87.0,9.0,1
Simple random,P47633,55-64,Woman,Midlands,Urban,64.3,7.9,1
Simple random,P05910,25-34,Woman,Midlands,Rural / small town,86.9,6.0,0
Simple random,P08194,25-34,Man,Scotland/Wales,Urban,80.2,7.7,1
Simple random,P44383,45-54,Man,South,Rural / small town,70.6,4.6,0
Simple random,P21640,25-34,Man,North,Urban,79.6,7.0,1
Simple random,P26082,45-54,Woman,South,Rural / small town,59.2,5.7,0
Simple random,P04359,18-24,Man,Scotland/Wales,Rural / small town,74.9,5.6,0
Simple random,P05904,25-34,Woman,South,Urban,71.3,4.7,0
Simple random,P15287,25-34,Woman,Scotland/Wales,Urban,75.4,8.1,1
Simple random,P21728,55-64,Man,South,Rural / small town,40.7,4.5,0
Simple random,P38661,35-44,Woman,Midlands,Rural / small town,67.3,6.6,0
Simple random,P46244,45-54,Non-binary / other,South,Urban,74.8,5.5,0
Simple random,P32826,55-64,Woman,South,Urban,55.3,4.4,0
Simple random,P23563,18-24,Man,North,Urban,79.3,4.6,0
Simple random,P37380,45-54,Man,North,Urban,48.6,4.5,0
Simple random,P16816,45-54,Woman,North,Rural / small town,48.2,3.7,0
Simple random,P17059,25-34,Woman,Scotland/Wales,Rural / small town,64.7,5.8,0
Simple random,P33915,25-34,Woman,Midlands,Rural / small town,48.3,5.6,0
Simple random,P25215,25-34,Man,North,Urban,78.3,4.0,0
Simple random,P30009,65-74,Man,London,Urban,57.0,2.8,0
Simple random,P20244,55-64,Non-binary / other,North,Urban,41.0,5.9,0
Simple random,P22714,18-24,Man,South,Urban,88.4,5.6,0
Simple random,P24582,65-74,Man,North,Rural / small town,0.0,3.0,0
Simple random,P22425,18-24,Woman,North,Urban,85.1,7.4,1
Simple random,P35687,55-64,Man,South,Urban,70.2,3.5,0
Simple random,P49147,25-34,Man,Scotland/Wales,Rural / small town,63.2,4.1,0
Simple random,P10588,65-74,Woman,Scotland/Wales,Rural / small town,27.8,4.0,0
Simple random,P20281,35-44,Man,South,Urban,64.8,1.0,0
Simple random,P32275,65-74,Woman,South,Urban,19.0,2.4,0
Simple random,P33524,45-54,Man,South,Rural / small town,54.3,6.2,0
Simple random,P27106,35-44,Man,Midlands,Urban,75.8,5.0,0
